Código;Descrição;Local
S601770B5D39BD;S60 17X7,0 5X100 D ET39 BLACK DIAMOND;52D,E     
S601770B5D39BDS;S60 17X7,0 5X100 D ET39 BLACK DIAM SMOKE;67E       
SALERNO1870F542BD;POLO GTI 18X7,0 5X112 ET42 BLACK DIAMOND;C6        
SAM1770499B;SAMPSON 17X7 4X99 ET38 PRETO;
SAM1770499GB;SAMPSON 17X7 4X99 ET38 GRAFITE;
SAM17705105SS;SAMPSON 17X7 5X105 ET38 PRATA;
SAM18805100B;SAMPSON 18X8,0 5X100 ET40 PRETO;C9E       
SAM18805100GB;SAMPSON 18X8,0 5X100 ET40 GRAFITE BRILH;C9        
SAM18805100SS;SAMPSON 18X8,0 5X100 ET40 PRATA;C8 D      
SAM18805105B;SAMPSON 18X8,0 5X105 ET40 PRETO;
SAM18805105GB;SAMPSON 18X8,0 5X105 ET40 GRAFITE BRILHA;C8 E      
SAM18805105SS;SAMPSON 18X8,0 5X105 ET40 PRATA;
SAM18805108B;SAMPSON 18X8,0 5X108 ET40 PRETO;C9E       
SAM18805108GB;SAMPSON 18X8,0 5X108 ET40 GRAFITE BRILHA;C7        
SAM18805108SS;SAMPSON 18X8,0 5X108 ET40 PRATA;
SAM18805113B;SAMPSON 18X8,0 5X113 ET40 PRETO;C7-C9     
SAM18805113GB;SAMPSON 18X8,0 5X113 ET40 GRAFITE;C7        
SAM18805113SS;SAMPSON 18X8,0 5X113 ET40 PRATA;C7        
SAM18805120B;SAMPSON 18X8,0 5X120 ET40 PRETO;C7        
SAM18805120GB;SAMPSON 18X8,0 5X120 ET40 GRAFITE BRILHA;C6D       
SAM18805120SS;SAMPSON 18X8,0 5X120 ET40 PRATA;C9D       
SAM19855100B;SAMPSON 19X8,5 5X100 ET45 PRETO;C9 D      
SAM19855100GB;SAMPSON 19X8,5 5X100 ET45 GRAFITE;C9 D      
SAM19855100SS;SAMPSON 19X8,5 5X100 ET45 PRATA;C9 D      
SAM19855105B;SAMPSON 19X8,5 5X105 ET40 PRETO;C7        
SAM19855105GB;SAMPSON 19X8,5 5X105 ET40 GRAFITE BRILHA;C7        
SAM19855105SS;SAMPSON 19X8,5 5X105 ET40 PRATA;SALA 5    
SAM19855108B;SAMPSON 19X8,5 5X108 ET45 PRETO;C9        
SAM19855108SS;SAMPSON 19X8,5 5X108 ET45 PRATA;C6        
SAM19855113B;SAMPSON 19X8,5 5X113 ET45 PRETO;C6        
SAM19855113GB;SAMPSON 19X8,5 5X113 ET45 GRAFITE;C9        
SAM19855113SS;SAMPSON 19X8,5 5X113 ET45 PRATA;C7        
SAM19855120B;SAMPSON 19X8,5 5X120 ET40 PRETO;C7        
SAM19855120GB;SAMPSON 19X8,5 5X120 ET40 GRAFITE BRILHA;C9        
SAM19855120SS;SAMPSON 19X8,5 5X120 ET40 PRATA;
SILV18806139SS;SILVERADO 18X8,0 6X139,7 ET20 PRATA;
SMM17704100SS;SUMMER 17X7,0 4X100 ET40 PRATA DIAMANTAD;SALA 6    
STR18805100B;STROLLER 18X8,0 5X100 ET40 PRETO;
STR18805100BD;STROLLER 18X8,0 5X100 ET40 PRETO DIAMANT;
STR18805105B;STROLLER 18X8,0 5X105 ET40 PRETO;C1        
STR18805108B;STROLLER 18X8,0 5X108 ET40 PRETO;
STR18805108BD;STROLLER 18X8,0 5X108 ET40 PRETO DIAMANT;
STR18805113B;STROLLER 18X8,0 5X113 ET40 PRETO;C9E       
STR18805113BD;STROLLER 18X8,0 5X113 ET40 PRETO DIAMANT;C9D       
STR18805113GB;STROLLER 18X8,0 5X113 ET40 GRAFITE BRILH;C6        
SUMMER15704100SS;SUMMER 15X7,0 4X100 ET38 PRATA;
TT1760499SS;TT 2010 17X6,0 4X99 ET38 PRATA;C6        
